,list,coord_lon,coord_lat
0,"[{'main': {'aqi': 5}, 'components': {'co': 3097.53, 'no': 22.13, 'no2': 106.93, 'o3': 0.05, 'so2': 15.5, 'pm2_5': 178.31, 'pm10': 265.81, 'nh3': 26.09}, 'dt': 1733147355}]",74.3587,31.5204
