,list,coord_lon,coord_lat
0,"[{'main': {'aqi': 3}, 'components': {'co': 1348.5, 'no': 0.04, 'no2': 54.84, 'o3': 27.9, 'so2': 4.47, 'pm2_5': 35.63, 'pm10': 65.22, 'nh3': 23.81}, 'dt': 1733147356}]",71.5249,34.0151
