,list,coord_lon,coord_lat
0,"[{'main': {'aqi': 3}, 'components': {'co': 340.46, 'no': 0, 'no2': 8.14, 'o3': 67.23, 'so2': 0.63, 'pm2_5': 22.16, 'pm10': 95.67, 'nh3': 1.55}, 'dt': 1733147356}]",66.9987,30.1834
