,list,coord_lon,coord_lat
0,"[{'main': {'aqi': 5}, 'components': {'co': 4592.9, 'no': 24.14, 'no2': 153.54, 'o3': 0.5, 'so2': 41.96, 'pm2_5': 227.23, 'pm10': 284.71, 'nh3': 55.22}, 'dt': 1733147355}]",67.0011,24.8607
