,list,coord_lon,coord_lat
0,"[{'main': {'aqi': 4}, 'components': {'co': 2456.67, 'no': 25.03, 'no2': 97.33, 'o3': 0.02, 'so2': 4.23, 'pm2_5': 68.95, 'pm10': 108.55, 'nh3': 14.44}, 'dt': 1733147355}]",73.0363,33.6995
